Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
10;1000010;2НДФЛ;Покупка автомобиля;1;0.39;мужской;0;0;среднее-специальное;рабочий;< 50;0;161;55;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000030;Поступление зарплаты на счет;Покупка автомобиля;1;0.39;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;29;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1000050;2НДФЛ;Ремонт;1;0.31;женский;0;0;незаконченное высшее;специалист;< 50;3;18;24;Другое;Иная форма;повторный брак;6;5;5;5;5;0;0;1;0;0;1;1;0;3;1;1;0;3;3;0;0;0;0;0;0;0
10;1000070;2НДФЛ;Покупка земли;1;;женский;1;0;второе высшее;другое;;1;74;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000090;2НДФЛ;Ремонт;0;0.47;женский;0;0;высшее;торговый представитель;>250;0;10;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000110;2НДФЛ;Ремонт;1;0.59;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000130;2НДФЛ;Ремонт;0;0.52;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000150;Свободная форма с печатью работодателя;Ремонт;0;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;29;32;Торговля;ООО;женат / замужем;3;2;1;1;1;0.0647482014;0;0;0;0;0.3;3;7;130;10;1;1;9;86;1;1;0;0;0;0;0
10;1000170;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;1;0;среднее-специальное;рабочий;>250;0;15;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000190;2НДФЛ;Покупка автомобиля;1;0.43;женский;2;0;среднее;вспомогательный персонал;>250;3;16;40;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000210;2НДФЛ;Ремонт;0;0.38;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000230;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;29;25;Другое;ОАО;разведен / разведена;0;0;0;0;0;0.137254902;0;2;0;0;0.4285714286;3;4;44;7;2;0;3;38;1;1;0;0;0;0;0
10;1000250;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000270;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;незаконченное высшее;вспомогательный персонал;>250;0;109;34;Информационные технологии;ООО;женат / замужем;;;;;;0.0476190476;0;0;0;0;0;0;2;20;2;0;1;19;101;1;0;0;0;0;0;0
10;1000290;Свободная форма с печатью работодателя;Ремонт;1;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;8;31;Торговля;ООО;женат / замужем;7;6;6;5;4;0.186440678;0;0;0;0;0.6666666667;4;2;48;6;1;0;13;68;1;1;0;0;0;0;0
10;1000310;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;0;0;второе высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000330;2НДФЛ;Покупка недвижимости/ строительство;0;0.36;мужской;2;0;второе высшее;менеджер высшего звена;>250;0;10;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000350;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;245;46;Другое;ЗАО;холост / не замужем;2;2;0;0;0;0.3807829181;0;0;0;0;0.0666666667;1;14;174;15;0;2;26;73;1;1;1;1;0;0;0
10;1000370;Поступление зарплаты на счет;Другое;1;0.38;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000390;2НДФЛ;Ремонт;1;0.46;женский;0;0;высшее;специалист;>250;0;47;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000410;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000430;2НДФЛ;Покупка недвижимости/ строительство;1;0.48;мужской;1;0;среднее-специальное;специалист;>250;0;158;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000450;Поступление зарплаты на счет;Ремонт;1;0.22;женский;1;0;высшее;менеджер среднего звена;>250;0;115;43;Торговля;ООО;разведен / разведена;4;1;1;0;0;0.0576923077;0;1;0;0;0.4285714286;3;4;49;7;3;0;4;58;1;1;1;0;1;0;0
10;1000470;Поступление зарплаты на счет;Покупка мебели;1;0.36;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;18;2;0;0;9;25;0;0;0;0;0;0;0
10;1000490;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;1;0;высшее;торговый представитель;>250;1;27;38;Другое;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.3333333333;1;2;44;3;0;0;28;93;0;0;0;0;0;0;0
10;1000510;2НДФЛ;Покупка недвижимости/ строительство;1;0.29;женский;1;0;незаконченное высшее;вспомогательный персонал;>250;0;9;44;Торговля;ООО;разведен / разведена;2;2;0;0;0;0.1666666667;0;0;0;0;0;0;6;35;6;0;0;32;80;1;1;0;0;1;0;0
10;1000530;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000550;Форма банка (без печати работодателя);Другое;0;0.3;мужской;2;0;высшее;менеджер высшего звена;< 50;0;29;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000570;Поступление зарплаты на счет;Ремонт;0;0.32;женский;0;0;среднее-специальное;специалист;>250;0;17;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000590;2НДФЛ;Покупка недвижимости/ строительство;1;0.47;мужской;1;0;среднее-специальное;рабочий;>250;1;34;53;Другое;ОАО;холост / не замужем;1;1;1;1;1;0.0476190476;0;0;0;0;0.3333333333;1;2;40;3;1;0;15;75;1;0;0;0;0;0;0
10;1000610;2НДФЛ;Ремонт;1;0.27;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;14;26;Торговля;Государственное предприятие;женат / замужем;0;0;0;0;0;0.04;0;1;0;0;1;3;0;24;3;1;0;3;24;1;0;0;0;0;0;0
10;1000630;2НДФЛ;Ремонт;0;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;83;33;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0;1;1;1;0;1;3;0;99;3;1;0;2;55;0;0;0;0;0;0;0
10;1000650;Поступление зарплаты на счет;Ремонт;1;0.58;женский;0;0;высшее;специалист;>250;0;99;31;Информационные технологии;Государственное предприятие;женат / замужем;2;0;0;0;0;0;0;1;1;0;1;1;0;3;1;1;0;2;2;0;0;0;0;0;0;0
10;1000670;Форма банка (без печати работодателя);Обучение;1;0.21;мужской;0;0;высшее;специалист;>250;0;12;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;10;1;0;0;9;9;0;0;0;0;0;0;0
10;1000690;Форма банка (без печати работодателя);Ремонт;0;0.14;женский;1;0;высшее;менеджер высшего звена;< 50;0;32;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000710;Поступление зарплаты на счет;Покупка автомобиля;0;0.28;мужской;0;0;второе высшее;менеджер высшего звена;>250;1;33;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000730;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000750;2НДФЛ;Ремонт;1;0.3;женский;0;0;высшее;менеджер по продажам;< 50;3;13;27;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1000770;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;48;54;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0583333333;0;0;0;0;0.25;2;6;113;8;1;2;10;90;1;0;0;0;0;0;0
10;1000790;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;0;0;второе высшее;специалист;>250;0;8;25;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;1;1;0;5;1;1;0;4;4;0;0;0;0;0;0;0
10;1000810;2НДФЛ;Ремонт;1;0.4;мужской;0;0;высшее;менеджер по продажам;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000830;Поступление зарплаты на счет;Ремонт;0;0.11;женский;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000850;2НДФЛ;Покупка автомобиля;0;;мужской;0;0;высшее;другое;;0;6;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000870;Форма банка (без печати работодателя);Ремонт;1;0.22;женский;2;0;высшее;менеджер высшего звена;< 50;0;85;41;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000890;2НДФЛ;Покупка автомобиля;1;0.4;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;18;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000910;Форма банка (без печати работодателя);Ремонт;0;0.36;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000930;Свободная форма с печатью работодателя;Ремонт;1;0.28;мужской;3;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;123;39;Другое;Иная форма;женат / замужем;3;3;3;2;2;0.0619047619;1;0;0;0;0.25;3;5;197;8;3;2;14;93;1;1;0;0;0;0;0
10;1000950;2НДФЛ;Ремонт;1;0.43;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;27;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000970;Поступление зарплаты на счет;Ремонт;1;0.25;женский;0;0;среднее-специальное;специалист;>250;0;32;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1000990;2НДФЛ;Покупка автомобиля;0;0.46;мужской;1;0;высшее;менеджер высшего звена;< 50;0;29;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001010;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;0;0;среднее;менеджер по продажам;>250;0;50;34;Торговля;ООО;холост / не замужем;2;2;2;1;1;0;0;1;0;0;1;2;0;6;2;1;0;3;8;0;0;0;0;0;0;0
10;1001030;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;высшее;торговый представитель;>250;0;10;23;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1001050;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.31;мужской;0;0;высшее;вспомогательный персонал;>250;0;12;29;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.03;0;0;0;0;0.125;1;7;97;8;1;4;21;95;1;1;0;0;1;0;0
10;1001070;2НДФЛ;Отпуск;0;0.29;женский;2;0;высшее;специалист;>250;0;28;38;Торговля;ООО;разведен / разведена;1;1;1;1;1;0.0285714286;1;1;0;0;0.5;2;2;34;4;1;0;4;42;1;0;0;0;0;0;0
10;1001090;2НДФЛ;Покупка недвижимости/ строительство;0;0.45;женский;1;0;*n.a.*;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001110;Поступление зарплаты на счет;Другое;0;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;0;95;46;Другое;ООО;женат / замужем;0;0;0;0;0;0.0078740157;1;0;0;0;0.5;3;3;126;6;1;2;7;75;1;0;0;0;0;0;0
10;1001130;;Ремонт;0;;женский;1;0;высшее;другое;;1;80;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001150;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;0;0;незаконченное высшее;рабочий;>250;0;63;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001170;2НДФЛ;Ремонт;0;0.35;мужской;0;0;среднее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001190;Поступление зарплаты на счет;Другое;0;0.23;мужской;0;0;высшее;специалист;>250;0;29;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001210;2НДФЛ;Ремонт;0;0.33;мужской;1;0;высшее;менеджер высшего звена;>250;0;44;42;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;6;2;0;1;35;102;0;0;0;0;0;0;0
10;1001230;Свободная форма с печатью работодателя;Ремонт;1;0.36;женский;1;0;среднее-специальное;специалист;< 50;1;173;42;Торговля;Иная форма;разведен / разведена;0;0;0;0;0;0.1360544218;0;0;0;0;0.4;2;3;127;5;1;3;8;84;1;0;0;0;0;0;0
10;1001250;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;62;52;Другое;ЗАО;холост / не замужем;1;1;0;0;0;0.1266968326;0;2;0;0;0.5;8;6;193;14;4;0;3;103;1;1;1;0;0;0;0
10;1001270;2НДФЛ;Ремонт;0;0.25;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001290;2НДФЛ;Ремонт;1;0.31;мужской;1;0;среднее-специальное;рабочий;>250;0;20;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001310;Поступление зарплаты на счет;Ремонт;0;0.2;женский;0;0;высшее;специалист;>250;0;12;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001330;Поступление зарплаты на счет;Отпуск;1;0.17;женский;0;0;среднее-специальное;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001350;Поступление зарплаты на счет;Ремонт;0;0.37;женский;1;0;высшее;специалист;>250;4;69;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001370;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;224;47;Другое;ОАО;женат / замужем;2;1;1;1;1;0.0906040268;1;0;0;0;0.3125;6;10;542;16;2;2;20;113;1;0;0;0;0;0;0
10;1001390;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;высшее;менеджер среднего звена;< 50;0;8;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001410;Поступление зарплаты на счет;Покупка автомобиля;0;0.23;мужской;1;0;высшее;специалист;>250;0;23;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001430;2НДФЛ;Ремонт;0;0.37;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001450;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;1;91;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001470;Форма банка (без печати работодателя);Ремонт;0;0.17;женский;2;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001490;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;женский;0;0;среднее-специальное;специалист;>250;1;10;31;Другое;ООО;разведен / разведена;2;2;2;0;0;0;0;1;1;1;0.3333333333;1;2;12;3;0;0;0;15;0;0;0;0;0;0;0
10;1001510;Форма банка (без печати работодателя);Ремонт;0;0.3;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;41;37;Информационные технологии;ООО;холост / не замужем;3;2;0;0;0;0;0;0;0;0;0.1111111111;1;8;52;9;1;6;6;30;0;0;0;0;0;0;0
10;1001530;2НДФЛ;Ремонт;1;0.55;мужской;0;0;высшее;специалист;>250;3;102;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001550;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;67;56;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001570;2НДФЛ;Ремонт;1;0.3;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001590;2НДФЛ;Ремонт;1;0.27;мужской;1;0;высшее;специалист;>250;3;37;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001610;2НДФЛ;Покупка недвижимости/ строительство;1;0.34;женский;2;0;среднее-специальное;специалист;>250;0;33;42;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001630;Поступление зарплаты на счет;Покупка автомобиля;1;0.29;мужской;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001650;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;21;28;Другое;ООО;холост / не замужем;2;1;0;0;0;0.0210526316;0;0;0;0;0.8571428571;6;1;279;7;1;0;23;90;1;0;0;0;0;0;0
10;1001670;Поступление зарплаты на счет;Покупка автомобиля;1;0.52;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001690;Форма банка (без печати работодателя);Отпуск;1;0.49;женский;0;0;второе высшее;менеджер среднего звена;>250;0;91;33;Торговля;ООО;холост / не замужем;3;2;0;0;0;0.3269230769;1;0;0;0;0.6;3;2;105;5;2;1;6;80;1;0;0;0;0;0;0
10;1001710;Поступление зарплаты на счет;Покупка мебели;0;0.5;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001730;Форма банка (без печати работодателя);Покупка автомобиля;0;0.41;женский;1;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001750;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.45;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;112;56;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001770;2НДФЛ;Ремонт;0;0.57;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001790;Поступление зарплаты на счет;Отпуск;0;0.33;мужской;1;0;среднее-специальное;рабочий;>250;0;21;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001810;Форма банка (без печати работодателя);Другое;1;0.51;женский;0;0;незаконченное высшее;специалист;< 50;0;48;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001830;2НДФЛ;Покупка автомобиля;1;0.5;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001850;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;1;88;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001870;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;незаконченное высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001890;2НДФЛ;Ремонт;0;0.3;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001910;Поступление зарплаты на счет;Другое;0;0.39;женский;1;0;высшее;специалист;>250;1;45;31;Другое;ООО;повторный брак;5;4;0;0;0;0.0373831776;0;2;2;2;0.2222222222;4;14;206;18;2;5;1;93;1;0;0;0;0;0;0
10;1001930;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;25;37;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001950;Форма банка (без печати работодателя);Покупка автомобиля;0;0.41;мужской;0;0;второе высшее;менеджер среднего звена;>250;0;49;34;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001970;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1001990;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;0;0;высшее;рабочий;>250;0;257;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002010;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;132;46;Другое;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002030;2НДФЛ;Ремонт;0;0.55;женский;0;0;высшее;менеджер среднего звена;< 50;0;31;50;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0256410256;0;0;0;0;0.3333333333;1;2;114;3;0;2;45;66;1;0;0;0;0;0;0
10;1002050;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;1;0;среднее;специалист;< 50;0;126;42;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;1;1;0;0;0.25;2;6;96;8;1;2;5;72;0;0;0;0;0;0;0
10;1002070;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;112;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002090;Поступление зарплаты на счет;Ремонт;1;0.14;женский;1;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002110;2НДФЛ;Ремонт;1;0.33;женский;1;0;высшее;менеджер среднего звена;>250;0;155;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002130;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002150;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.51;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002170;Поступление зарплаты на счет;Покупка мебели;1;0.32;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;102;38;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0101010101;1;0;0;0;0.2222222222;2;7;98;9;1;2;10;63;1;0;0;0;0;0;0
10;1002190;Поступление зарплаты на счет;Ремонт;0;0.32;женский;0;0;высшее;специалист;>250;1;100;48;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0.0099502488;1;0;0;0;0.4285714286;3;4;199;7;2;3;12;82;1;0;0;0;0;0;0
10;1002210;Форма банка (без печати работодателя);Ремонт;0;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;37;29;Торговля;ЗАО;холост / не замужем;2;1;0;0;0;0.0880829016;0;0;0;0;0.2222222222;4;14;176;18;2;1;6;95;1;1;0;0;0;0;0
10;1002230;2НДФЛ;Покупка автомобиля;1;0.26;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002250;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;высшее;специалист;>250;0;25;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002270;Поступление зарплаты на счет;Покупка мебели;1;0.17;женский;0;0;высшее;вспомогательный персонал;>250;0;59;48;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.5;1;1;20;2;0;0;6;15;0;0;0;0;0;0;0
10;1002290;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;13;25;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;11;1;1;0;9;9;0;0;0;0;0;0;0
10;1002310;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;0;0;высшее;менеджер среднего звена;>250;0;12;37;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;2;0;20;2;0;0;12;54;0;0;0;0;0;0;0
10;1002330;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;0;0;высшее;специалист;>250;1;23;29;Торговля;ООО;женат / замужем;2;1;0;0;0;0.1904761905;0;1;1;1;1;3;0;34;3;0;0;1;26;1;0;0;0;0;0;0
10;1002350;Поступление зарплаты на счет;Покупка мебели;0;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;12;26;Торговля;ООО;женат / замужем;9;9;8;3;3;0;0;0;0;0;1;5;0;35;5;2;0;7;23;0;0;0;0;0;0;0
10;1002370;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;43;41;Другое;ООО;женат / замужем;1;0;0;0;0;0.0096618357;1;0;0;0;0.3571428571;5;9;205;14;3;0;8;106;1;0;0;0;0;0;0
10;1002390;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.43;мужской;2;0;среднее-специальное;специалист;>250;0;21;33;Торговля;ООО;женат / замужем;2;2;2;2;2;0.0381679389;1;0;0;0;0.4;4;6;126;10;3;2;8;93;1;1;1;1;0;0;0
10;1002410;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;213;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002430;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;110;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002450;Свободная форма с печатью работодателя;Покупка мебели;0;0.36;женский;2;0;высшее;специалист;< 50;3;46;38;Другое;ООО;разведен / разведена;0;0;0;0;0;0.0535714286;1;1;0;0;0.375;3;5;159;8;1;2;3;85;1;0;0;0;0;0;0
10;1002470;Форма банка (без печати работодателя);Ремонт;0;0.12;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;137;51;Торговля;ООО;холост / не замужем;2;1;1;1;0;0.1132075472;0;0;0;0;0.25;2;6;235;8;1;2;22;102;1;0;0;0;0;0;0
