Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
10;1112650;2НДФЛ;Ремонт;1;0.59;женский;0;0;среднее-специальное;специалист;< 50;0;45;46;Торговля;Индивидуальный предприниматель;женат / замужем;3;3;3;3;3;0.0081300813;1;0;0;0;0.8333333333;6;0;122;6;5;0;16;55;1;0;0;0;0;0;0
10;1112670;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.5;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112690;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;мужской;0;0;высшее;менеджер высшего звена;>250;0;341;50;Другое;ОАО;женат / замужем;1;1;0;0;0;0.0182926829;0;1;0;0;0.4;2;3;161;5;1;0;4;81;1;0;0;0;0;0;0
10;1112710;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;0;0;высшее;рабочий;>250;0;28;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112730;2НДФЛ;Покупка автомобиля;0;0.46;мужской;0;0;высшее;менеджер среднего звена;< 50;0;8;52;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112750;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.24;мужской;2;0;среднее-специальное;вспомогательный персонал;< 50;1;6;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112770;2НДФЛ;Покупка автомобиля;1;0.41;мужской;0;0;среднее-специальное;рабочий;< 50;0;33;43;Другое;ООО;холост / не замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
10;1112790;Форма банка (без печати работодателя);Покупка автомобиля;0;0.15;мужской;1;0;высшее;специалист;>250;0;77;38;Другое;ООО;женат / замужем;2;2;0;0;0;0;1;0;0;0;0.3333333333;1;2;72;3;0;1;6;85;0;0;0;0;0;0;0
10;1112810;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;18;37;Другое;ООО;женат / замужем;1;1;1;0;0;0.0294117647;0;0;0;0;0.5714285714;4;3;132;7;3;0;6;108;1;0;0;0;0;0;0
10;1112830;Свободная форма с печатью работодателя;Ремонт;1;0.14;женский;0;0;высшее;специалист;>250;0;25;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112850;Поступление зарплаты на счет;Ремонт;0;0.13;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112870;2НДФЛ;Ремонт;0;0.37;женский;1;0;высшее;специалист;< 50;0;138;32;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;4;1;0;0;5;5;0;0;0;0;0;0;0
10;1112890;2НДФЛ;Покупка автомобиля;0;0.37;мужской;2;0;высшее;специалист;>250;1;107;46;Другое;ОАО;женат / замужем;2;2;2;1;1;0;0;0;0;0;0.4;2;3;82;5;1;0;13;88;0;0;0;0;0;0;0
10;1112910;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;высшее;вспомогательный персонал;>250;0;6;27;Торговля;ЗАО;холост / не замужем;3;2;0;0;0;0;0;0;0;0;0.5;3;3;85;6;0;0;20;55;0;0;0;0;0;0;0
10;1112930;Поступление зарплаты на счет;Покупка автомобиля;1;0.54;мужской;2;0;среднее-специальное;рабочий;>250;1;147;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112950;Форма банка (без печати работодателя);Отпуск;1;0.27;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112970;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.11;мужской;0;0;среднее-специальное;рабочий;>250;0;7;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1112990;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113010;Поступление зарплаты на счет;Ремонт;0;0.16;мужской;0;0;высшее;специалист;>250;0;8;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113030;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113050;2НДФЛ;Покупка автомобиля;0;0.2;мужской;2;0;среднее-специальное;рабочий;>250;1;98;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113070;2НДФЛ;Покупка автомобиля;0;0.55;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;3;38;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113090;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0;65;46;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113110;Форма банка (без печати работодателя);Покупка земли;1;0.43;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;126;45;Другое;ООО;холост / не замужем;2;2;2;2;1;0.0428015564;1;0;0;0;0.3846153846;5;8;246;13;4;0;13;95;1;0;0;0;0;0;0
10;1113130;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.23;женский;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113150;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;47;46;Торговля;ЗАО;женат / замужем;5;2;2;1;1;0.0084889643;1;1;0;0;0.6666666667;13;5;584;18;5;0;3;96;1;0;0;0;0;0;0
10;1113170;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113190;2НДФЛ;Другое;0;0.36;мужской;2;0;высшее;специалист;>250;0;103;33;Другое;ОАО;женат / замужем;1;0;0;0;0;0.0272727273;0;1;0;0;0.3333333333;2;4;107;6;0;2;5;95;1;0;0;0;0;0;0
10;1113210;Свободная форма с печатью работодателя;Ремонт;1;0.34;мужской;0;0;среднее-специальное;торговый представитель;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113230;Поступление зарплаты на счет;Ремонт;1;0.29;женский;0;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113250;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;1;0;среднее-специальное;специалист;>250;0;259;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113270;Форма банка (без печати работодателя);Ремонт;1;0.04;мужской;0;0;высшее;менеджер высшего звена;< 50;0;56;39;Другое;ООО;разведен / разведена;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1113290;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;1;0;среднее-специальное;рабочий;>250;1;352;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113310;2НДФЛ;Покупка недвижимости/ строительство;0;0.29;мужской;0;0;высшее;специалист;>250;0;11;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113330;;Ремонт;0;;женский;0;0;высшее;;;1;15;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113350;2НДФЛ;Ремонт;1;0.18;мужской;0;0;высшее;рабочий;>250;0;60;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113370;2НДФЛ;Ремонт;1;0.24;женский;1;0;среднее-специальное;специалист;< 50;0;30;28;Торговля;Государственное предприятие;холост / не замужем;6;6;5;3;1;0;0;2;2;1;0.5;5;5;58;10;2;0;1;98;0;0;0;0;0;0;0
10;1113390;2НДФЛ;Ремонт;1;0.52;женский;1;0;высшее;специалист;>250;3;69;37;Торговля;ЗАО;разведен / разведена;3;2;2;1;1;0.0106382979;0;1;0;0;0.8;4;1;93;5;2;0;5;47;1;0;0;0;0;0;0
10;1113410;Форма банка (без печати работодателя);Ремонт;1;0.12;мужской;0;0;высшее;специалист;>250;0;78;56;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113430;2НДФЛ;Ремонт;0;0.48;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;11;40;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113450;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;среднее-специальное;рабочий;>250;0;45;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113470;Поступление зарплаты на счет;Ремонт;1;0.35;мужской;0;0;высшее;рабочий;>250;0;173;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113490;Поступление зарплаты на счет;Лечение;1;0.28;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;71;24;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0894308943;0;0;0;0;0.2;2;8;112;10;0;1;6;66;1;1;0;0;0;0;0
10;1113510;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;61;56;Торговля;ООО;женат / замужем;0;0;0;0;0;0.2111111111;1;0;0;0;0.6666666667;4;2;71;6;2;1;10;88;1;1;0;0;0;0;0
10;1113530;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.44;мужской;0;0;высшее;менеджер высшего звена;< 50;0;38;49;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113550;Форма банка (без печати работодателя);Отпуск;1;0.42;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113570;Поступление зарплаты на счет;Ремонт;0;0.08;мужской;0;0;высшее;менеджер среднего звена;>250;0;26;28;Информационные технологии;ООО;гражданский брак;4;4;4;0;0;0;0;1;1;1;0.5;3;3;69;6;2;0;0;41;0;0;0;0;0;0;0
10;1113590;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;1;0;среднее-специальное;менеджер среднего звена;< 50;0;145;43;Другое;ООО;женат / замужем;1;0;0;0;0;0.0425531915;0;0;0;0;0.2;1;4;135;5;0;1;37;81;1;1;1;1;0;0;1
10;1113610;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;0;0;среднее-специальное;менеджер высшего звена;< 50;0;57;48;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0462962963;1;1;0;0;0.4285714286;4;3;103;7;3;1;2;107;1;0;0;0;0;0;0
10;1113630;Форма банка (без печати работодателя);Ремонт;1;0.24;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;8;30;Другое;ЗАО;холост / не замужем;1;0;0;0;0;0.1692307692;0;0;0;0;0.25;1;3;54;4;0;2;13;43;1;0;0;0;0;0;0
10;1113650;2НДФЛ;Покупка недвижимости/ строительство;1;0.55;мужской;1;0;высшее;рабочий;>250;3;69;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113670;2НДФЛ;Ремонт;0;0.16;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113690;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;высшее;вспомогательный персонал;>250;0;41;30;Другое;ОАО;женат / замужем;1;1;1;0;0;0.0833333333;0;0;0;0;0.25;1;3;22;4;0;1;9;75;1;0;0;0;0;0;0
10;1113710;2НДФЛ;Ремонт;0;0.48;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113730;Форма банка (без печати работодателя);Ремонт;1;0.17;женский;1;0;среднее-специальное;менеджер среднего звена;>250;0;34;37;Торговля;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113750;2НДФЛ;Покупка автомобиля;0;0.33;мужской;0;0;высшее;специалист;>250;0;12;31;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;18;3;0;2;13;38;0;0;0;0;0;0;0
10;1113770;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;менеджер среднего звена;< 50;1;8;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113790;Поступление зарплаты на счет;Обучение;1;0.19;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;12;46;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;1;1;0;1;1;0;4;1;1;0;2;2;0;0;0;0;0;0;0
10;1113810;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.43;мужской;0;0;высшее;менеджер среднего звена;>250;0;14;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113830;Поступление зарплаты на счет;Ремонт;1;0.43;женский;1;0;высшее;вспомогательный персонал;>250;0;72;31;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1113850;Форма банка (без печати работодателя);Ремонт;1;0.27;мужской;2;0;высшее;менеджер среднего звена;>250;0;8;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113870;2НДФЛ;Покупка автомобиля;1;0.13;женский;0;0;высшее;менеджер среднего звена;< 50;0;35;26;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;0;1;1;0;0;0.5;1;1;17;2;1;0;5;13;0;0;0;0;0;0;0
10;1113890;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;вспомогательный персонал;< 50;0;27;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113910;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;1;0;высшее;специалист;>250;1;117;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113930;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.23;мужской;1;0;высшее;менеджер среднего звена;>250;0;21;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113950;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.27;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113970;Поступление зарплаты на счет;Ремонт;0;0.59;женский;2;0;высшее;специалист;>250;0;53;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1113990;Форма банка (без печати работодателя);Покупка автомобиля;0;0.25;мужской;0;0;высшее;менеджер высшего звена;< 50;0;112;55;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114010;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;женский;2;0;высшее;специалист;>250;0;13;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114030;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;0;24;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114050;Поступление зарплаты на счет;Ремонт;0;0.57;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114070;2НДФЛ;Другое;0;0.13;мужской;0;0;незаконченное высшее;специалист;>250;3;40;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114090;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.33;мужской;2;0;среднее-специальное;рабочий;>250;0;36;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114110;2НДФЛ;Отпуск;0;0.12;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114130;Поступление зарплаты на счет;Ремонт;0;0.37;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114150;Поступление зарплаты на счет;Ремонт;1;0.07;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;29;42;Сельское и лесное хозяйство;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;0;0;2;16;2;0;0;19;63;0;0;0;0;0;0;0
10;1114170;Форма банка (без печати работодателя);Покупка земли;0;0.56;мужской;2;0;высшее;менеджер среднего звена;>250;0;92;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114190;Форма банка (без печати работодателя);Покупка мебели;1;0.5;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;0;171;35;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0170940171;0;0;0;0;0.0769230769;1;12;115;13;0;6;9;92;1;0;0;0;0;0;0
10;1114210;Поступление зарплаты на счет;Ремонт;1;0.28;женский;0;0;высшее;специалист;>250;0;47;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114230;Форма банка (без печати работодателя);Ремонт;1;0.24;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114250;2НДФЛ;Ремонт;0;0.35;женский;0;0;высшее;специалист;< 50;0;36;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114270;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.47;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114290;2НДФЛ;Ремонт;0;0.12;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;80;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114310;Форма банка (без печати работодателя);Ремонт;1;0.06;мужской;1;0;среднее;вспомогательный персонал;< 50;0;44;40;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;97;3;0;3;34;82;0;0;0;0;0;0;0
10;1114330;Поступление зарплаты на счет;Ремонт;0;0.44;мужской;1;0;высшее;вспомогательный персонал;>250;0;125;35;Другое;ЗАО;женат / замужем;1;0;0;0;0;0.0074626866;1;0;0;0;0.3333333333;3;6;133;9;2;2;17;100;1;0;0;0;0;0;0
10;1114350;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;высшее;специалист;>250;0;72;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114370;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;21;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.075;0;0;0;0;0.6666666667;2;1;37;3;1;1;9;16;1;0;0;0;0;0;0
10;1114390;Поступление зарплаты на счет;Покупка бытовой техники;1;0.34;мужской;1;0;высшее;менеджер среднего звена;>250;1;123;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114410;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114430;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.14;мужской;0;0;высшее;менеджер высшего звена;>250;0;140;42;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;1;0;0;0;0.1666666667;2;4;65;6;2;1;28;94;0;0;0;0;0;0;0
10;1114450;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;1;0;среднее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114470;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;11;25;Другое;ООО;женат / замужем;0;0;0;0;0;0.064516129;0;0;0;0;0;0;6;87;6;0;2;15;72;1;0;0;0;0;0;0
10;1114490;Форма банка (без печати работодателя);Покупка автомобиля;1;0.15;мужской;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114510;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.37;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;171;48;Другое;ООО;женат / замужем;1;0;0;0;0;0.0105820106;0;1;0;0;0.6666666667;6;3;187;9;3;0;5;69;1;0;0;0;0;0;0
10;1114530;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;мужской;0;0;среднее-специальное;рабочий;>250;0;6;24;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;1;1;1;0.5;2;2;35;4;2;0;1;38;0;0;0;0;0;0;0
10;1114550;2НДФЛ;Ремонт;1;0.22;мужской;0;0;среднее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114570;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;вспомогательный персонал;>250;3;12;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114590;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;107;49;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114610;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114630;Форма банка (без печати работодателя);Покупка автомобиля;1;0.19;мужской;0;0;среднее-специальное;специалист;>250;0;20;37;Торговля;ООО;холост / не замужем;4;4;4;3;3;0.1162790698;0;0;0;0;0.5;2;2;38;4;1;0;14;26;1;0;0;0;0;0;0
10;1114650;Поступление зарплаты на счет;Ремонт;1;0.16;женский;0;0;высшее;менеджер высшего звена;>250;0;34;24;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.2222222222;0;0;0;0;0.5;1;1;7;2;0;0;27;52;1;0;0;0;0;0;0
10;1114670;2НДФЛ;Ремонт;1;0.22;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;43;26;Информационные технологии;ОАО;женат / замужем;1;1;1;1;1;0;1;0;0;0;1;1;0;11;1;1;0;17;17;0;0;0;0;0;0;0
10;1114690;Поступление зарплаты на счет;Покупка автомобиля;1;0.56;женский;1;0;высшее;специалист;>250;0;83;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114710;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.34;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114730;2НДФЛ;Покупка недвижимости/ строительство;1;0.45;мужской;0;0;высшее;специалист;>250;1;7;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114750;2НДФЛ;Ремонт;0;0.37;мужской;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114770;Поступление зарплаты на счет;Покупка автомобиля;1;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114790;Форма банка (без печати работодателя);Отпуск;1;0.49;женский;0;0;высшее;специалист;>250;0;81;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114810;Свободная форма с печатью работодателя;Лечение;0;0.12;женский;1;0;высшее;вспомогательный персонал;< 50;0;7;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114830;Форма банка (без печати работодателя);Ремонт;1;0.27;мужской;1;0;высшее;менеджер высшего звена;< 50;0;35;32;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1114850;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;1;0;высшее;рабочий;>250;0;22;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114870;Форма банка (без печати работодателя);Другое;1;0.38;женский;0;0;высшее;специалист;>250;0;25;30;Торговля;ООО;гражданский брак;2;0;0;0;0;0;1;0;0;0;0.5;1;1;39;2;0;0;19;33;0;0;0;0;0;0;0
10;1114890;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.35;женский;0;0;высшее;специалист;>250;0;40;34;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;1;1;0;20;1;1;0;45;45;0;0;0;0;0;0;0
10;1114910;2НДФЛ;Обучение;1;0.59;женский;1;0;высшее;менеджер высшего звена;>250;3;18;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114930;Форма банка (без печати работодателя);Покупка автомобиля;1;0.34;женский;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114950;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;1;0;высшее;менеджер высшего звена;< 50;0;138;43;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.3333333333;2;1;60;3;1;1;18;79;0;0;0;0;0;0;0
10;1114970;Поступление зарплаты на счет;Ремонт;0;0.23;женский;0;0;высшее;специалист;>250;0;145;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1114990;2НДФЛ;Покупка автомобиля;1;0.28;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;298;48;Другое;ОАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;14;1;0;0;35;35;0;0;0;0;0;0;0
10;1115010;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;специалист;>250;0;179;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115030;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;89;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115050;2НДФЛ;Покупка автомобиля;1;0.32;мужской;2;0;высшее;специалист;>250;1;155;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115070;Поступление зарплаты на счет;Ремонт;1;0.2;мужской;0;0;высшее;вспомогательный персонал;>250;0;8;44;Торговля;ООО;гражданский брак;1;1;0;0;0;0.1346153846;0;1;1;1;0.25;1;3;45;4;0;0;1;69;1;0;0;0;0;0;0
10;1115090;Поступление зарплаты на счет;Ремонт;1;0.23;женский;1;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115110;2НДФЛ;Ремонт;0;0.25;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;3;106;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115130;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;43;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1115150;Форма банка (без печати работодателя);Ремонт;0;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
