price,used,milage,transmission,colour,engine_capacity,horsepower,fuel_type,tax,state,year
3700000,1,124873,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2017
1499000,1,216000,автоматическая,чёрный,3.0,264,Бензин,39600,Не требует ремонта,2007
6499000,1,74607,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2019
6600000,1,123000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
9725000,1,57500,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
9250000,1,61300,автоматическая,серый,3.0,400,Дизель,60000,Не требует ремонта,2019
5100000,1,104800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2016
13750000,1,100,автоматическая,чёрный,3.0,298,Дизель,44700,Не требует ремонта,2023
4600000,1,106000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2018
9725000,1,57500,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
4040000,1,120120,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2017
1950000,1,190000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2011
10225000,1,24800,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
6950000,1,29500,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2019
6200000,1,55670,автоматическая,синий,2.0,231,Дизель,17325,Не требует ремонта,2019
6700000,1,97631,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2019
1350000,1,335000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2005
5750000,1,111000,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2020
3700000,1,124873,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2017
1499000,1,216000,автоматическая,чёрный,3.0,264,Бензин,39600,Не требует ремонта,2007
6600000,1,130000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2019
1600000,1,300000,автоматическая,серый,3.0,286,Дизель,42900,Не требует ремонта,2008
6499000,1,74607,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2019
2500000,1,203405,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
6600000,1,123000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
4600000,1,106000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2018
2650000,1,150399,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
2200000,1,316000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
3500000,1,195000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2016
2100000,1,258000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2012
9725000,1,57500,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
9250000,1,61300,автоматическая,серый,3.0,400,Дизель,60000,Не требует ремонта,2019
5100000,1,104800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2016
1850000,1,315000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2011
13750000,1,100,автоматическая,чёрный,3.0,298,Дизель,44700,Не требует ремонта,2023
4600000,1,106000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2018
9725000,1,57500,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
1730000,1,208000,автоматическая,зелёный,3.0,235,Дизель,17625,Не требует ремонта,2007
1800000,1,240000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2007
4150000,1,178900,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2017
1999999,1,235000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2010
5490000,1,73500,автоматическая,серый,3.0,381,Дизель,57150,Не требует ремонта,2017
4350000,1,156000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2016
3990000,1,116700,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2016
3900000,1,156658,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2017
3850000,1,94000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2015
2400000,1,155000,автоматическая,белый,3.0,306,Дизель,45900,Не требует ремонта,2011
8200000,1,45000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
5599000,1,59156,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
4800000,1,114000,автоматическая,синий,3.0,313,Дизель,46950,Не требует ремонта,2018
7950000,1,51700,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2020
2950000,1,157886,автоматическая,коричневый,3.0,245,Дизель,18375,Не требует ремонта,2012
4290000,1,94000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2017
2250000,1,191000,автоматическая,синий,4.8,355,Бензин,53250,Не требует ремонта,2007
3900000,1,107000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2015
4900000,1,152000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
4200000,1,121000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2014
7890000,1,127000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
8499999,1,40000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
3319000,1,183000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
1130000,1,272000,автоматическая,чёрный,4.4,320,Бензин,48000,Не требует ремонта,2006
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
3850000,1,160900,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
6280000,1,93000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
2399000,1,308000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2010
6200000,1,148000,автоматическая,серый,3.0,265,Дизель,39750,Не требует ремонта,2018
5000000,1,65500,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2016
6200000,1,148000,автоматическая,серый,3.0,265,Дизель,39750,Не требует ремонта,2018
4300000,1,170000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2015
4600000,1,88000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2015
8750000,1,42000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
7350000,1,78600,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2020
1150000,1,253000,автоматическая,серебристый,3.0,231,Бензин,17325,Не требует ремонта,2003
6000000,1,95000,автоматическая,белый,3.0,340,Бензин,51000,Не требует ремонта,2018
8480000,1,58650,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2020
3720000,1,248000,автоматическая,чёрный,3.0,258,Дизель,38700,Не требует ремонта,2015
2099000,1,243000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2009
2500000,1,100868,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2010
1950000,1,335268,автоматическая,синий,4.8,360,Бензин,54000,Не требует ремонта,2004
8050000,1,91000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
8500000,1,72000,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2021
7490000,1,98000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
8300000,1,81000,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2020
8190000,1,58900,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
9000000,1,28533,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
9250000,1,16600,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
7499999,1,85000,автоматическая,синий,3.0,265,Дизель,39750,Не требует ремонта,2019
7800000,1,119586,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2019
745000,1,321000,автоматическая,чёрный,3.0,231,Бензин,17325,Не требует ремонта,2001
4500000,1,85000,автоматическая,серый,3.0,249,Дизель,18675,Не требует ремонта,2014
7200000,1,54850,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2020
8700000,1,54000,автоматическая,коричневый,3.0,249,Дизель,18675,Не требует ремонта,2021
5250000,1,83500,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2017
5300000,1,157000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
1100000,1,278000,автоматическая,белый,3.0,231,Бензин,17325,Не требует ремонта,2004
7700000,1,98000,автоматическая,серый,3.0,249,Дизель,18675,Не требует ремонта,2020
8500000,1,90000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2018
8200000,1,45000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
4200000,1,72000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2015
5599000,1,59156,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
4800000,1,114000,автоматическая,синий,3.0,313,Дизель,46950,Не требует ремонта,2018
7950000,1,51700,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2020
7040000,1,58900,автоматическая,чёрный,3.0,265,Дизель,39750,Не требует ремонта,2019
1050000,1,369000,автоматическая,серый,3.0,231,Бензин,17325,Не требует ремонта,2003
4290000,1,94000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2017
2250000,1,191000,автоматическая,синий,4.8,355,Бензин,53250,Не требует ремонта,2007
7800000,1,98400,автоматическая,синий,3.0,400,Дизель,60000,Не требует ремонта,2019
1950000,1,242000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2008
3900000,1,107000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2015
4800000,1,140000,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2016
3700000,1,171200,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
4200000,1,121000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2014
2345000,1,277000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2011
6500000,1,137000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2019
8499999,1,40000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2021
1130000,1,272000,автоматическая,чёрный,4.4,320,Бензин,48000,Не требует ремонта,2006
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
2700000,1,220000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2008
3850000,1,160900,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
6280000,1,93000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
5800000,1,84800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
8650000,1,69000,автоматическая,серый,3.0,400,Дизель,60000,Не требует ремонта,2020
9650000,1,73759,автоматическая,чёрный,3.0,340,Дизель,51000,Не требует ремонта,2020
11999999,1,13000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2022
8400000,1,63000,автоматическая,серый,3.0,265,Дизель,39750,Не требует ремонта,2020
13700000,1,200,автоматическая,белый,3.0,286,Дизель,42900,Не требует ремонта,2022
11490000,1,20825,автоматическая,серый,3.0,249,Дизель,18675,Не требует ремонта,2022
7200000,1,114500,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2019
13500000,1,27000,автоматическая,серый,3.0,400,Дизель,60000,Не требует ремонта,2021
7200000,1,90000,автоматическая,синий,3.0,340,Бензин,51000,Не требует ремонта,2019
9150000,1,65000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2021
13500000,1,22000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2020
9390000,1,94974,автоматическая,белый,3.0,400,Дизель,60000,Не требует ремонта,2020
11900000,1,17000,автоматическая,серый,3.0,340,Дизель,51000,Не требует ремонта,2022
10500000,1,39000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2021
1499000,1,216000,автоматическая,чёрный,3.0,264,Бензин,39600,Не требует ремонта,2007
3700000,1,124873,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2017
2650000,1,278000,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2012
3300000,1,194000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2014
4350000,1,156000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2016
8850000,1,103000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2019
4800000,1,151000,автоматическая,белый,3.0,381,Дизель,57150,Не требует ремонта,2015
1870000,1,100800,автоматическая,белый,4.4,407,Бензин,61050,Не требует ремонта,2013
2450000,1,205000,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2012
1130000,1,272000,автоматическая,чёрный,4.4,320,Бензин,48000,Не требует ремонта,2006
5300000,1,121000,автоматическая,серый,3.0,249,Дизель,18675,Не требует ремонта,2018
1800000,1,288000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2011
5500000,1,157000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2017
2950000,1,157886,автоматическая,коричневый,3.0,245,Дизель,18375,Не требует ремонта,2012
2000000,1,228000,автоматическая,белый,3.0,231,Бензин,17325,Не требует ремонта,2005
3700000,1,171200,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
10500000,1,39000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2021
3450000,1,298000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
4600000,1,88000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2015
8500000,1,37000,автоматическая,серый,3.0,340,Бензин,51000,Не требует ремонта,2020
650000,1,148000,автоматическая,серый,4.4,286,Бензин,42900,Не требует ремонта,1999
3500000,1,195000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2016
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
14000000,0,1,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
9512345,1,49000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
2250000,1,191000,автоматическая,синий,4.8,355,Бензин,53250,Не требует ремонта,2007
8500000,1,102000,автоматическая,чёрный,3.0,340,Дизель,51000,Не требует ремонта,2020
2100000,1,258000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2012
1500000,1,329000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
10200000,1,20041,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
5800000,1,84800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
2650000,1,191325,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2009
2000000,1,290000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2009
4800000,1,151000,автоматическая,белый,3.0,381,Дизель,57150,Не требует ремонта,2015
2650000,1,150399,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
3500000,1,116300,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2015
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
4780000,1,151000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
4490000,1,137700,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2016
3200000,1,190000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2009
7490000,1,98000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
8500000,1,72000,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2021
7890000,1,127000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2020
5500000,1,101070,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2015
3800000,1,230000,автоматическая,серебристый,3.0,313,Дизель,46950,Не требует ремонта,2015
3888888,1,82000,автоматическая,чёрный,4.4,407,Бензин,61050,Не требует ремонта,2011
5600000,1,176816,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2017
1950000,1,242000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2008
2100000,1,193000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2010
3998877,1,239000,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2017
2650000,1,150399,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
3450000,1,298000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
1600000,1,193000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2010
3999000,1,195000,автоматическая,чёрный,3.0,258,Дизель,38700,Не требует ремонта,2018
1800000,1,334000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
6900000,1,48000,автоматическая,серебристый,3.0,313,Дизель,46950,Не требует ремонта,2018
3100000,1,210000,автоматическая,чёрный,3.0,306,Дизель,45900,Не требует ремонта,2012
5300000,1,116000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2015
1599000,1,295000,автоматическая,зелёный,3.0,235,Дизель,17625,Не требует ремонта,2007
4000000,1,210000,автоматическая,коричневый,3.0,313,Дизель,46950,Не требует ремонта,2014
5100000,1,148000,автоматическая,серебристый,3.0,381,Дизель,57150,Не требует ремонта,2017
7600000,1,127136,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
5200000,1,105000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2017
5600000,1,107000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2016
2800000,1,130000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
1300000,1,110000,автоматическая,серый,3.0,231,Бензин,17325,Не требует ремонта,2000
3319000,1,183000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
4700000,1,170000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
1600000,1,280000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2009
5200000,1,105000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2017
3319000,1,183000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
4700000,1,170000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
1600000,1,280000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2009
4500000,1,93000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2017
1770000,1,251000,автоматическая,чёрный,3.0,264,Бензин,39600,Не требует ремонта,2008
1550000,1,221000,автоматическая,чёрный,4.8,355,Бензин,53250,Не требует ремонта,2008
4450000,1,147200,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2014
4600000,1,106000,автоматическая,белый,3.0,218,Дизель,14170,Не требует ремонта,2018
3990000,1,139000,автоматическая,коричневый,3.0,218,Дизель,14170,Не требует ремонта,2016
2400000,1,155000,автоматическая,белый,3.0,306,Дизель,45900,Не требует ремонта,2011
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
4500000,1,72000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
2200000,1,221000,автоматическая,чёрный,3.0,286,Дизель,42900,Не требует ремонта,2010
1865000,1,190000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2007
2900000,1,244114,автоматическая,коричневый,3.0,306,Дизель,45900,Не требует ремонта,2011
1670000,1,268000,автоматическая,золотистый,3.0,264,Бензин,39600,Не требует ремонта,2008
1500000,1,245000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2010
5650000,1,120053,автоматическая,синий,3.0,313,Дизель,46950,Не требует ремонта,2017
4000000,1,190000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2014
2500000,1,203405,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
2200000,1,334000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2011
1000000,1,256500,автоматическая,серебристый,3.0,231,Бензин,17325,Не требует ремонта,2002
1450000,1,385000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
1999990,1,319000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2012
1999999,1,235000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2010
4150000,1,153773,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2014
3990000,1,116700,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2016
3390000,1,220000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2013
4290000,1,166900,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2017
3300000,1,189000,автоматическая,синий,3.0,218,Дизель,14170,Не требует ремонта,2015
2850000,1,213000,автоматическая,коричневый,3.0,245,Дизель,18375,Не требует ремонта,2010
3500000,1,209000,автоматическая,коричневый,3.0,249,Дизель,18675,Не требует ремонта,2013
2450000,1,165000,автоматическая,серебристый,3.0,306,Бензин,45900,Не требует ремонта,2012
7950000,1,149000,автоматическая,чёрный,3.0,340,Бензин,51000,Не требует ремонта,2019
6200000,1,148000,автоматическая,серый,3.0,265,Дизель,39750,Не требует ремонта,2018
10490000,1,69000,автоматическая,чёрный,3.0,400,Дизель,60000,Не требует ремонта,2021
14490000,1,2400,автоматическая,чёрный,3.0,352,Дизель,52800,Не требует ремонта,2023
5100000,1,148000,автоматическая,серебристый,3.0,381,Дизель,57150,Не требует ремонта,2017
6700000,1,135000,автоматическая,белый,3.0,265,Дизель,39750,Не требует ремонта,2018
4599000,1,107000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2016
10500000,1,39000,автоматическая,белый,3.0,249,Дизель,18675,Не требует ремонта,2021
4600000,1,88000,автоматическая,серый,3.0,313,Дизель,46950,Не требует ремонта,2015
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
9512345,1,49000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
4500000,1,84500,автоматическая,серый,3.0,218,Дизель,14170,Не требует ремонта,2017
1500000,1,329000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
10200000,1,20041,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2021
5800000,1,84800,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2018
3500000,1,176000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2012
2650000,1,150399,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2013
3500000,1,116300,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2015
1590000,1,284000,автоматическая,белый,3.0,272,Бензин,40800,Не требует ремонта,2009
4500000,1,260000,автоматическая,чёрный,3.0,313,Дизель,46950,Не требует ремонта,2017
4490000,1,137700,автоматическая,чёрный,3.0,381,Дизель,57150,Не требует ремонта,2016
8500000,1,72000,автоматическая,синий,3.0,249,Дизель,18675,Не требует ремонта,2021
7150000,1,87000,автоматическая,чёрный,2.0,231,Дизель,17325,Не требует ремонта,2021
1460000,1,238750,автоматическая,серый,4.8,355,Бензин,53250,Не требует ремонта,2007
11990000,0,49,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
12990000,0,43,автоматическая,белый,3.0,298,Дизель,44700,Не требует ремонта,2023
3850000,1,94000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2015
2900000,1,244114,автоматическая,коричневый,3.0,306,Дизель,45900,Не требует ремонта,2011
3800000,1,230000,автоматическая,серебристый,3.0,313,Дизель,46950,Не требует ремонта,2015
1950000,1,242000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2008
3999000,1,195000,автоматическая,чёрный,3.0,258,Дизель,38700,Не требует ремонта,2018
3100000,1,210000,автоматическая,чёрный,3.0,306,Дизель,45900,Не требует ремонта,2012
5100000,1,148000,автоматическая,серебристый,3.0,381,Дизель,57150,Не требует ремонта,2017
7600000,1,127136,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2018
2800000,1,130000,автоматическая,чёрный,3.0,306,Бензин,45900,Не требует ремонта,2010
3319000,1,183000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2014
1590000,1,284000,автоматическая,белый,3.0,272,Бензин,40800,Не требует ремонта,2009
3500000,1,242000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
4500000,1,72000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2016
1865000,1,190000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2007
2900000,1,244114,автоматическая,коричневый,3.0,306,Дизель,45900,Не требует ремонта,2011
4000000,1,190000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2014
1450000,1,385000,автоматическая,чёрный,3.0,218,Дизель,14170,Не требует ремонта,2004
1999990,1,319000,автоматическая,серый,3.0,245,Дизель,18375,Не требует ремонта,2012
3390000,1,220000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2013
3300000,1,189000,автоматическая,синий,3.0,218,Дизель,14170,Не требует ремонта,2015
1750000,1,200000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2006
3000000,1,78000,автоматическая,чёрный,4.4,286,Бензин,42900,Не требует ремонта,2003
4870000,1,109000,автоматическая,чёрный,3.0,249,Дизель,18675,Не требует ремонта,2015
2450000,1,165000,автоматическая,серебристый,3.0,306,Бензин,45900,Не требует ремонта,2012
2295000,1,286000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2011
4050000,1,242000,автоматическая,белый,3.0,313,Дизель,46950,Не требует ремонта,2015
5200000,1,87000,автоматическая,синий,3.0,306,Бензин,45900,Не требует ремонта,2014
2399000,1,308000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2010
3100000,1,229000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2014
2199999,1,250001,автоматическая,чёрный,3.0,245,Дизель,18375,Не требует ремонта,2011
2450000,1,350000,автоматическая,чёрный,3.0,235,Дизель,17625,Не требует ремонта,2009
3400000,1,230000,автоматическая,белый,3.0,306,Бензин,45900,Не требует ремонта,2014
2000000,1,205000,автоматическая,серый,3.0,272,Бензин,40800,Не требует ремонта,2008
1750000,1,310000,автоматическая,серый,3.0,235,Дизель,17625,Не требует ремонта,2007
1850000,1,289000,автоматическая,чёрный,4.8,355,Бензин,53250,Не требует ремонта,2007
2600000,1,183000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2011
1460000,1,238750,автоматическая,серый,4.8,355,Бензин,53250,Не требует ремонта,2007
2490000,1,199000,автоматическая,коричневый,3.0,306,Бензин,45900,Не требует ремонта,2010
2500000,1,312000,автоматическая,белый,3.0,235,Дизель,17625,Не требует ремонта,2009
2800000,1,199000,автоматическая,белый,3.0,245,Дизель,18375,Не требует ремонта,2011
3400000,1,263000,автоматическая,чёрный,3.0,306,Дизель,45900,Не требует ремонта,2010
3500000,1,176000,автоматическая,серый,3.0,306,Бензин,45900,Не требует ремонта,2012
1800000,1,250000,автоматическая,чёрный,3.0,272,Бензин,40800,Не требует ремонта,2008
